,FL1-A,FL3-A
934,3926.9863,2377.698
935,4872.1055,3648.4407
936,3543.2744,3092.7327
937,3880.9465,0.0
938,3484.5957,2703.0254
939,3384.005,2468.0679
940,6464.733,5026.8115
941,4092.6182,3376.4958
942,3404.2456,1292.8977
943,4024.4375,3151.8489
944,3583.4597,2828.9321
945,3831.3494,3702.9714
946,3715.6406,4848.538
947,3693.6013,3633.1047
948,4804.316,2764.072
949,3482.9807,1846.647
950,3549.1648,4954.287
951,5384.871,3756.5398
952,3711.0618,2396.3918
953,3648.4407,1910.2128
954,3774.5044,1742.0897
955,5295.7563,4329.3345
956,3327.641,2617.8801
957,3711.0618,2971.8025
958,3643.368,2994.3777
959,4280.1514,3243.9602
960,3522.2437,2848.2185
961,3844.579,3315.392
962,3643.368,2968.5237
963,4978.2334,5179.118
964,3425.6711,2535.0884
965,3672.0173,3046.6196
966,4022.3167,3103.8347
967,3461.6313,2703.0254
968,3425.6711,1780.769
969,5564.6133,4336.666
970,4098.9224,2556.4622
971,4970.9653,3453.2388
972,3528.3198,3300.8276
973,4254.2646,3709.912
974,3569.3828,2279.2563
975,3517.6506,2371.395
976,3385.8696,4783.951
977,3380.2605,1516.2197
978,3743.5537,2319.653
979,3553.5486,2582.5347
980,3856.6255,3156.997
981,3443.0303,3128.2288
982,4329.768,3376.4958
983,3395.1184,3395.1184
984,3609.4153,4907.7764
985,3825.5955,0.0
986,3880.9465,3697.1309
987,3570.804,3617.406
988,6566.3667,4627.1084
989,3617.406,2456.456
990,4254.2646,3130.8906
991,3529.8303,2684.7812
992,3852.0188,968.74835
993,4787.6675,3784.8447
994,3631.8108,2848.2185
995,5214.2876,5518.6885
996,3418.603,3208.9795
997,3638.2563,3688.8657
998,3713.3552,3784.8447
999,3391.4336,3128.2288
1000,3529.8303,2490.9058
1001,3679.291,2729.7095
1002,3743.5537,3458.2866
1003,3311.2612,1163.65
1004,3573.637,1139.7118
1005,3654.727,4305.9053
1006,3441.314,3907.7798
1007,5599.1973,4104.543
1008,3795.0227,0.0
1009,3420.3767,2149.3572
1010,3986.6304,428.5306
1011,3797.0393,2513.241
1012,3423.911,2780.7556
1013,3686.485,1450.9207
1014,3994.078,2535.0884
1015,3976.0547,3495.794
1016,3525.2886,3676.8752
1017,5723.7856,3892.3362
1018,3593.1401,2651.94
1019,3492.6133,968.74835
1020,3925.3389,2768.2734
1021,5087.4556,4539.209
1022,5844.699,3753.3174
1023,4837.0684,3331.6772
1024,3441.314,3248.4988
1025,3418.603,2468.0679
1026,4024.4375,2396.3918
1027,7664.695,5924.369
1028,4042.5278,1042.7155
1029,4263.978,3540.31
1030,3415.0415,2921.1392
1031,4283.429,3653.4746
1032,3492.6133,3519.185
1033,3335.6902,3031.618
1034,4041.8413,3122.8762
1035,4251.812,3597.2463
1036,3589.0085,3711.0618
1037,4094.516,2450.601
1038,3415.0415,881.25323
1039,3448.1536,3084.2976
1040,3752.2397,2535.0884
